"","NA_Frame","NA_Sub Frame","DDH25:RASIS_X","DDH25:RASIS_Y","DDH25:RASIS_Z","DDH25:LASIS_X","DDH25:LASIS_Y","DDH25:LASIS_Z","DDH25:RPSIS_X","DDH25:RPSIS_Y","DDH25:RPSIS_Z","DDH25:LPSIS_X","DDH25:LPSIS_Y","DDH25:LPSIS_Z","DDH25:RILCR_X","DDH25:RILCR_Y","DDH25:RILCR_Z","DDH25:LILCR_X","DDH25:LILCR_Y","DDH25:LILCR_Z","DDH25:RGRT_X","DDH25:RGRT_Y","DDH25:RGRT_Z","DDH25:RLKNE_X","DDH25:RLKNE_Y","DDH25:RLKNE_Z","DDH25:RMKNE_X","DDH25:RMKNE_Y","DDH25:RMKNE_Z","DDH25:RSPTH_X","DDH25:RSPTH_Y","DDH25:RSPTH_Z","DDH25:RSATH_X","DDH25:RSATH_Y","DDH25:RSATH_Z","DDH25:RIPTH_X","DDH25:RIPTH_Y","DDH25:RIPTH_Z","DDH25:RIATH_X","DDH25:RIATH_Y","DDH25:RIATH_Z","DDH25:RTTUB_X","DDH25:RTTUB_Y","DDH25:RTTUB_Z","DDH25:RLML_X","DDH25:RLML_Y","DDH25:RLML_Z","DDH25:RMML_X","DDH25:RMML_Y","DDH25:RMML_Z","DDH25:RSPSK_X","DDH25:RSPSK_Y","DDH25:RSPSK_Z","DDH25:RSASK_X","DDH25:RSASK_Y","DDH25:RSASK_Z","DDH25:RIPSK_X","DDH25:RIPSK_Y","DDH25:RIPSK_Z","DDH25:RIASK_X","DDH25:RIASK_Y","DDH25:RIASK_Z","DDH25:RICAL_X","DDH25:RICAL_Y","DDH25:RICAL_Z","DDH25:RD5MT_X","DDH25:RD5MT_Y","DDH25:RD5MT_Z","DDH25:RD1MT_X","DDH25:RD1MT_Y","DDH25:RD1MT_Z","DDH25:RTOE_X","DDH25:RTOE_Y","DDH25:RTOE_Z","DDH25:RTIP_X","DDH25:RTIP_Y","DDH25:RTIP_Z","DDH25:LGRT_X","DDH25:LGRT_Y","DDH25:LGRT_Z","DDH25:LLKNE_X","DDH25:LLKNE_Y","DDH25:LLKNE_Z","DDH25:LMKNE_X","DDH25:LMKNE_Y","DDH25:LMKNE_Z","DDH25:LSPTH_X","DDH25:LSPTH_Y","DDH25:LSPTH_Z","DDH25:LSATH_X","DDH25:LSATH_Y","DDH25:LSATH_Z","DDH25:LIPTH_X","DDH25:LIPTH_Y","DDH25:LIPTH_Z","DDH25:LIATH_X","DDH25:LIATH_Y","DDH25:LIATH_Z","DDH25:LTTUB_X","DDH25:LTTUB_Y","DDH25:LTTUB_Z","DDH25:LLML_X","DDH25:LLML_Y","DDH25:LLML_Z","DDH25:LMML_X","DDH25:LMML_Y","DDH25:LMML_Z","DDH25:LSPSK_X","DDH25:LSPSK_Y","DDH25:LSPSK_Z","DDH25:LSASK_X","DDH25:LSASK_Y","DDH25:LSASK_Z","DDH25:LIPSK_X","DDH25:LIPSK_Y","DDH25:LIPSK_Z","DDH25:LIASK_X","DDH25:LIASK_Y","DDH25:LIASK_Z","DDH25:LICAL_X","DDH25:LICAL_Y","DDH25:LICAL_Z","DDH25:LD5MT_X","DDH25:LD5MT_Y","DDH25:LD5MT_Z","DDH25:LD1MT_X","DDH25:LD1MT_Y","DDH25:LD1MT_Z","DDH25:LTOE_X","DDH25:LTOE_Y","DDH25:LTOE_Z","DDH25:LTIP_X","DDH25:LTIP_Y","DDH25:LTIP_Z","DDH25:C7_X","DDH25:C7_Y","DDH25:C7_Z","DDH25:S1_X","DDH25:S1_Y","DDH25:S1_Z","DDH25:SN_X","DDH25:SN_Y","DDH25:SN_Z","DDH25:RBAK_X","DDH25:RBAK_Y","DDH25:RBAK_Z","DDH25:RPHD_X","DDH25:RPHD_Y","DDH25:RPHD_Z","DDH25:LPHD_X","DDH25:LPHD_Y","DDH25:LPHD_Z","DDH25:RAHD_X","DDH25:RAHD_Y","DDH25:RAHD_Z","DDH25:LAHD_X","DDH25:LAHD_Y","DDH25:LAHD_Z","DDH25:RAC_X","DDH25:RAC_Y","DDH25:RAC_Z","DDH25:RELB_X","DDH25:RELB_Y","DDH25:RELB_Z","DDH25:RMELB_X","DDH25:RMELB_Y","DDH25:RMELB_Z","DDH25:RAUPA_X","DDH25:RAUPA_Y","DDH25:RAUPA_Z","DDH25:RPUPA_X","DDH25:RPUPA_Y","DDH25:RPUPA_Z","DDH25:RFRA_X","DDH25:RFRA_Y","DDH25:RFRA_Z","DDH25:RRAD_X","DDH25:RRAD_Y","DDH25:RRAD_Z","DDH25:RULN_X","DDH25:RULN_Y","DDH25:RULN_Z","DDH25:RFIN_X","DDH25:RFIN_Y","DDH25:RFIN_Z","DDH25:LAC_X","DDH25:LAC_Y","DDH25:LAC_Z","DDH25:LELB_X","DDH25:LELB_Y","DDH25:LELB_Z","DDH25:LMELB_X","DDH25:LMELB_Y","DDH25:LMELB_Z","DDH25:LAUPA_X","DDH25:LAUPA_Y","DDH25:LAUPA_Z","DDH25:LPUPA_X","DDH25:LPUPA_Y","DDH25:LPUPA_Z","DDH25:LFRA_X","DDH25:LFRA_Y","DDH25:LFRA_Z","DDH25:LRAD_X","DDH25:LRAD_Y","DDH25:LRAD_Z","DDH25:LULN_X","DDH25:LULN_Y","DDH25:LULN_Z","DDH25:LFIN_X","DDH25:LFIN_Y","DDH25:LFIN_Z","DDH25:LFIN_NA"
"56","73","0","441.164246","1144.622070","978.220276","215.515472","1130.711304","987.333740","397.507233","926.926941","1040.541382","281.518890","916.947815","1038.721924","487.164429","1081.459839","1119.720703","178.418793","1013.612122","1112.896484","533.730408","1045.276001","927.642822","477.438873","939.464478","521.109985",NA,NA,NA,"499.090302","948.162292","713.744141","511.213776","1022.726074","700.554382","478.004974","928.956604","604.635620","490.224243","1002.676697","588.033264","425.585266","925.525757","411.432770","463.198364","603.170410","245.826416",NA,NA,NA,"480.340485","808.804138","493.644257","494.961548","855.091492","425.945251","470.462921","717.661926","412.174896","486.698792","759.900635","353.102417","417.121429","541.869629","315.095642","463.000031","554.763367","88.166603","358.148804","568.900879","106.188095","405.694824","591.574219","70.116905","379.834839","596.576050","42.174538","130.841873","1063.788696","923.940796","211.515167","1170.664307","526.986206",NA,NA,NA,"140.533737","1125.207397","757.621460","167.346313","1183.968262","788.976135","175.729874","1158.230347","651.766174","203.581970","1217.112549","680.863953","274.697449","1239.866943","449.836884","268.565277","1206.170532","100.126221",NA,NA,NA,"220.219315","1109.184570","384.738525","209.669815","1190.193481","394.973206","240.778122","1126.777466","263.710754","226.408157","1204.952148","278.054626","318.374054","1141.181519","40.616909","242.443314","1351.971680","60.617805","347.583313","1360.886719","66.843552","301.891418","1383.252563","95.545326","316.845093","1414.916992","95.581467","349.199982","995.321960","1552.301392","360.870239","945.287170","1118.264038","301.307190","1135.029419","1482.848267","484.567230","1043.237305","1518.312256","391.535431","1045.451782","1647.351318","254.692856","1035.356201","1646.840332","386.321411","1157.543823","1720.036987","252.990631","1155.258911","1723.908691","497.917816","1127.676636","1524.429688","676.721252","1085.330322","1256.695679","650.517456","1012.974487","1270.531250","562.208069","1156.327515","1396.114014","608.746338","1031.780273","1385.045776","579.026611","1166.814209","1200.530762","465.719360","1184.215942","1155.798706","518.324585","1207.775879","1118.896973","436.973083","1227.650513","1077.829346","161.898468","1016.751526","1518.577759","60.091686","813.633728","1294.108276","134.461594","800.713379","1291.750000","82.095581","934.973206","1401.208496","157.120697","845.773560","1389.465942","75.871361","944.111145","1238.853394","157.025864","1037.582031","1199.175415","99.032013","1028.241577","1163.930908","144.286087","1112.387695","1140.801636",NA
"57","74","0","441.102356","1143.894775","975.693176","215.197556","1129.909424","983.826172","396.862732","925.789612","1035.580933","280.359467","915.654236","1033.530640","487.479736","1079.656006","1116.404053","177.837250","1013.682373","1108.527954","533.443726","1044.892090","924.123840","478.964447","945.343262","516.460266",NA,NA,NA,"500.009705","952.269165","709.105774","511.777985","1025.713745","696.935791","479.266144","933.457153","599.502808","491.233948","1007.660400","583.933289","427.590942","930.084106","407.184296","464.117828","603.132446","248.820557",NA,NA,NA,"481.359406","814.240417","492.145325","496.502625","858.961609","423.396484","470.898621","721.968384","412.394989","488.203003","763.103577","352.658478","416.527618","542.893799","318.201294","465.816010","554.259216","91.715027","360.122040","570.399902","107.602478","409.120544","591.894104","72.689896","383.561005","597.066528","44.256660","130.310104","1063.401245","919.929626","211.696243","1170.320435","523.931274",NA,NA,NA,"140.388702","1124.730225","755.759644","166.744263","1183.308838","787.029236","175.182190","1158.086060","649.722534","202.459732","1217.216431","678.924438","273.758057","1240.420654","447.728271","269.299713","1197.285889","99.788261",NA,NA,NA,"222.955933","1107.730225","385.870056","209.923370","1188.016968","393.412689","242.872284","1121.974731","264.645111","227.422470","1200.745972","276.961639","318.262726","1130.193726","40.917103","242.672165","1342.254395","56.978340","348.482513","1350.863770","61.100807","302.797211","1374.403198","89.264236","317.472992","1405.918945","87.808281","348.086060","997.178894","1549.169067","360.075348","944.955322","1113.951416","301.485535","1135.208618","1479.329346","484.027863","1041.762329","1514.834595","391.425507","1045.025024","1644.384766","251.591599","1037.130737","1644.336182","386.479401","1157.474243","1716.942139","253.125519","1155.459839","1720.963257","498.257751","1126.801270","1521.304810","676.172729","1082.671021","1252.893799","649.931702","1010.291443","1266.392700","562.416565","1154.221069","1391.854736","608.450439","1029.727905","1381.028198","578.970642","1164.769165","1196.966553","465.890045","1182.821655","1152.107788","518.750671","1206.183838","1115.479736","437.654694","1226.870850","1074.582153","160.804916","1018.194336","1515.561401","56.255840","817.265198","1289.614624","130.229980","803.620361","1286.759277","79.959084","937.537109","1397.495361","153.987625","847.871155","1384.880859","76.752510","950.126709","1233.249023","156.781906","1039.970093","1194.904419","98.380981","1031.657959","1160.011597","144.989349","1114.920532","1136.579224",NA
"58","75","0","441.283112","1143.296265","973.109802","214.819366","1129.455322","980.817810","396.470642","924.212341","1030.805176","280.000824","914.022522","1028.206421","488.891602","1077.234375","1113.077759","177.269684","1013.653137","1104.158203","533.016479","1044.698853","920.344299","480.262268","950.851624","511.967194",NA,NA,NA,"500.778137","955.372925","704.250183","512.212036","1028.682861","692.843445","480.210236","938.041260","593.917908","492.153809","1012.478821","579.932922","429.668823","934.810364","403.129730","464.953522","603.718994","251.859039",NA,NA,NA,"481.816559","820.219666","490.483093","497.828369","863.304993","421.306885","471.943085","725.706848","413.032654","489.601044","765.725830","352.371796","415.475128","544.497131","321.055237","468.475922","554.496826","95.157959","362.345917","571.951538","110.363213","412.617798","592.768799","75.323395","387.566498","598.204407","46.345493","129.720398","1062.755127","916.125671","211.307526","1170.919922","522.388367",NA,NA,NA,"139.632034","1123.856934","754.512207","165.761581","1182.631226","785.796509","173.356583","1157.976440","648.404480","200.506744","1217.147583","677.740479","274.154785","1241.568970","448.015686","270.092407","1187.340820","99.560013",NA,NA,NA,"223.612778","1105.805176","387.475037","209.959732","1186.199097","393.531830","244.427063","1119.032471","265.963989","227.789642","1196.431885","276.621674","318.761688","1118.288452","42.492016","244.260406","1331.532959","53.395950","350.021698","1339.757446","56.554401","304.803833","1364.693726","83.820221","319.707886","1396.287109","81.538887","346.923584","998.832886","1545.628540","359.642639","944.044739","1109.541504","301.745911","1135.502441","1475.707153","483.271637","1040.027222","1511.278809","391.276062","1045.025391","1641.207275","252.252899","1037.205811","1641.310059","386.736023","1157.507446","1714.056152","253.299088","1155.728271","1718.169678","498.689636","1125.262695","1517.678101","675.478027","1079.694824","1249.130493","649.397888","1006.850708","1262.332886","562.512451","1151.929443","1387.395874","608.299255","1027.246338","1376.832275","578.916382","1162.531860","1193.117798","466.134491","1181.320190","1148.246826","519.285217","1204.436523","1111.705566","438.499084","1225.862793","1070.819092","159.662857","1019.433838","1512.137329","52.442165","821.038696","1284.986816","126.627312","806.279541","1281.519287","77.900703","940.395935","1393.609009","150.534653","849.943970","1379.679443","76.046211","954.221069","1229.137817","156.631149","1042.497192","1190.402466","97.996117","1035.208984","1155.970215","145.380280","1117.477905","1131.976685",NA
"59","76","0","441.593018","1142.882690","970.516724","214.444901","1128.694824","977.650024","396.359924","922.443909","1025.404175","279.521301","912.079712","1022.980225","489.092041","1075.389648","1109.167236","176.639099","1013.497925","1099.990601","532.789917","1044.350586","916.151062","481.103485","957.323730","506.729553",NA,NA,NA,"501.882843","958.405334","699.135620","512.950256","1031.998535","689.212646","481.049744","943.160645","588.753784","493.207306","1017.495056","576.086670","432.238495","939.438232","399.677216","465.733032","604.711853","255.112015",NA,NA,NA,"482.040558","826.066040","488.896088","499.060272","867.940735","419.341919","472.945679","730.218262","413.315277","490.685913","769.542725","351.976379","414.621979","546.896545","323.889801","471.204712","555.628601","98.669998","364.449341","575.000000","113.461266","416.116730","594.175964","77.868523","391.706604","600.036926","48.411255","128.849869","1061.820068","912.456177","210.772202","1172.083496","521.632751",NA,NA,NA,"138.356003","1122.950073","753.702515","164.315750","1181.772461","785.162476","170.737366","1158.064941","647.269592","197.620453","1217.503052","677.082031","274.589813","1243.211304","448.194092","270.659210","1176.932373","100.081703",NA,NA,NA,"224.882645","1105.185425","390.169220","210.007004","1185.461548","394.320435","244.751373","1115.286255","268.815216","226.940399","1193.020874","277.247437","318.643860","1106.357666","44.309261","245.835129","1320.727417","51.456852","351.819885","1327.765503","51.895180","307.418610","1353.998901","79.431633","322.605408","1385.596069","76.085503","345.689636","1000.721069","1542.030273","358.766693","942.821533","1105.129395","302.035187","1135.584717","1471.896973","482.612793","1038.439819","1507.676514","391.371613","1045.423950","1638.156250","252.153870","1037.678833","1638.530273","386.985535","1157.484619","1711.299561","253.555542","1156.030396","1715.592285","499.342194","1124.054443","1514.350830","674.717163","1076.250000","1244.788574","648.502930","1004.234680","1257.668213","562.646423","1149.521729","1382.697632","608.043396","1024.651367","1372.451172","578.877441","1160.125732","1189.132812","466.379242","1179.560913","1144.096436","519.901001","1202.440796","1107.748413","439.618408","1224.914062","1066.869751","158.449158","1020.908020","1508.655273","48.602039","825.077271","1280.089600","122.791977","809.114868","1276.386719","75.656044","943.396851","1389.532471","147.506058","851.888794","1374.180786","74.128540","958.066101","1225.196655","156.550247","1045.092285","1185.687622","97.603821","1038.683228","1151.416992","146.165619","1120.163696","1127.174805",NA
"60","77","0","441.996552","1142.030762","967.238586","213.847168","1127.698242","974.492493","395.797852","920.549194","1019.892334","278.897736","909.798584","1017.041931","489.203552","1073.466064","1104.888062","176.177124","1013.350830","1095.556763","532.042908","1043.215210","911.990112","480.511017","965.253845","501.271240",NA,NA,NA,"502.638214","961.702393","694.396667","513.611694","1035.487061","685.848511","482.417999","948.303528","583.883179","494.206207","1022.229919","572.765442","434.282623","944.584412","396.032379","466.565369","607.562866","258.018829",NA,NA,NA,"482.920807","831.968201","488.026642","500.333740","872.595337","417.660278","473.050812","735.041260","413.240662","491.683075","771.560181","351.751221","413.704071","549.815186","326.229370","474.346649","557.627563","102.247726","368.157898","577.387207","113.979820","419.514557","596.548035","80.270775","395.571533","602.636169","50.275135","128.118042","1060.751099","909.229248","210.083313","1175.271973","523.158264",NA,NA,NA,"137.223175","1122.206055","753.154907","162.536850","1180.911255","785.081116","169.659714","1158.509155","646.937561","195.886383","1217.746704","677.347473","274.563080","1244.836304","447.552032","271.612396","1165.965942","100.947960",NA,NA,NA,"226.064468","1105.395020","393.548157","209.768753","1185.462646","395.156738","244.754776","1112.503662","271.388245","225.750427","1190.400146","278.463379","318.056610","1094.699829","44.578716","247.525665","1309.436523","51.040241","353.907654","1315.850220","48.723328","309.942078","1342.784302","75.725426","325.206482","1374.343384","71.759071","344.215149","1002.710449","1538.335693","358.477570","941.490112","1100.822266","302.488068","1135.718140","1468.299927","481.719330","1036.644165","1504.076782","391.184998","1045.686401","1635.404907","252.230255","1038.033569","1636.014160","387.232758","1157.513916","1708.920776","253.872986","1156.227783","1713.251099","500.035522","1122.973511","1511.052734","673.803589","1072.748413","1240.676636","647.436340","1000.973694","1253.169189","562.633728","1146.744629","1377.725952","607.269165","1021.885132","1368.115356","578.916321","1157.327026","1184.845947","466.760101","1177.976196","1139.844971","520.537354","1200.201416","1103.532837","440.679535","1223.821045","1062.905273","156.995071","1022.482971","1505.076782","44.484535","829.450928","1275.059326","118.579674","812.337891","1270.976929","73.488892","946.505188","1385.136353","144.208496","854.109009","1368.657471","72.209610","962.442322","1220.489990","156.491287","1047.778076","1180.793579","97.303116","1042.368896","1146.682739","147.100586","1122.930420","1122.200195",NA
"61","78","0","442.572815","1141.758545","964.224792","213.167557","1126.750488","971.739502","395.443512","918.552795","1014.083008","279.059326","907.199951","1011.314758","489.222626","1071.729736","1100.266479","175.618988","1012.880798","1091.126709","531.801086","1043.683105","907.371643","482.329163","971.322205","497.229553",NA,NA,NA,"503.580933","964.660828","689.783752","514.155579","1038.836060","682.818115","483.589020","953.300659","578.811401","493.467072","1029.789185","567.705750","436.059296","950.157349","392.676941","467.599487","609.907166","260.935455",NA,NA,NA,"483.179596","838.200195","486.955109","501.105957","878.052856","416.004211","473.491394","740.639343","413.784363","492.910126","777.093994","351.616333","413.173248","553.434082","328.580780","476.141632","559.773071","105.118156","370.001404","581.035767","115.582848","423.056671","599.896118","82.220558","399.438293","605.412720","52.343086","127.475708","1057.707764","907.139282","209.083939","1179.855835","525.397278",NA,NA,NA,"136.342590","1121.692749","752.470276","160.561951","1180.209961","785.315552","169.028519","1159.742798","647.461792","193.401764","1219.222046","678.402954","274.491333","1246.278809","446.607330","271.683289","1155.756104","101.581772",NA,NA,NA,"225.558060","1105.674194","396.337860","209.316299","1185.696777","395.655762","244.337158","1109.275024","274.177551","225.055939","1186.698120","278.305328","319.319031","1082.487427","46.862694","247.352173","1297.358032","49.298386","355.652466","1304.339111","46.521034","311.585632","1331.726929","72.390495","326.383118","1362.895386","67.963326","342.897034","1004.627319","1534.691895","357.971863","939.856934","1096.256592","303.176941","1136.149048","1464.755981","480.870331","1034.518677","1500.561035","391.266174","1045.919678","1632.735840","251.951691","1038.556885","1633.774536","387.588745","1157.557861","1706.583862","254.229553","1156.406128","1711.070557","500.973511","1121.691040","1507.640503","672.795837","1068.823853","1236.517456","646.463318","997.261230","1248.455566","562.619385","1143.984741","1372.789551","606.515015","1018.966919","1363.420410","579.019775","1154.521973","1180.602173","467.098480","1176.043335","1135.318115","521.358337","1198.079712","1099.308838","442.023132","1222.570923","1058.487305","155.697220","1023.985840","1501.549683","39.938599","834.076721","1269.923706","113.980453","815.366882","1265.523804","71.349876","949.856140","1380.750000","140.431076","856.595032","1362.653564","70.847023","967.565918","1215.333862","156.574173","1050.528076","1175.743164","97.031708","1046.289062","1141.844482","148.292191","1125.495728","1116.895386",NA
"62","79","0","442.950348","1140.607422","960.651733","212.119736","1125.472290","969.070984","395.774200","915.696472","1008.035034","278.630341","905.245300","1004.894958","489.138306","1069.800415","1095.585449","175.204956","1012.306458","1086.558716","531.375916","1043.306885","902.503113","483.281189","977.849854","493.772949",NA,NA,NA,"503.702881","967.043152","685.217773","514.606384","1042.134644","679.648071","484.262207","958.911743","574.119324","494.117584","1035.337402","564.668335","437.603455","955.782471","389.627045","468.260498","613.681763","263.401031",NA,NA,NA,"482.954926","845.180237","485.725494","502.090820","883.626648","414.842804","474.054382","746.119873","414.119446","493.663879","781.817322","351.267548","412.674744","557.369446","330.651093","478.555511","563.237854","108.147125","374.114685","584.959290","116.555412","426.559357","603.173950","84.735970","402.925903","609.047729","54.058334","127.586540","1053.044678","906.057922","207.960373","1184.428833","527.102844",NA,NA,NA,"135.817963","1121.125488","751.368347","158.708725","1179.687012","785.765564","168.725021","1161.745850","647.409607","191.744263","1221.085449","679.757446","274.463287","1247.378418","445.383575","272.001160","1145.477417","102.172836",NA,NA,NA,"224.973892","1105.811523","399.094238","208.688934","1186.057739","396.463440","243.499268","1105.465576","277.214813","224.146133","1183.546631","279.001862","319.571960","1070.552612","48.350670","247.268906","1285.631958","47.679008","356.098022","1293.276855","45.482773","311.168732","1320.778687","69.367180","325.824249","1352.101685","65.058968","341.293671","1006.725342","1531.021851","357.290375","938.320984","1091.318359","303.720428","1136.166992","1461.180786","480.060333","1032.468384","1497.388916","391.245148","1045.838745","1630.526245","254.370956","1037.612549","1630.970337","387.936096","1157.493164","1704.433472","254.577133","1156.593628","1709.043457","501.874329","1120.461914","1504.120972","671.716492","1064.781372","1232.265503","644.897034","993.659973","1243.689697","562.383850","1140.842651","1367.520752","605.697083","1015.631775","1358.977661","579.189819","1151.613159","1176.279785","467.614166","1174.204224","1130.819946","522.238464","1195.519043","1094.842041","443.479370","1221.256592","1054.187012","154.114212","1025.669312","1497.995483","35.700520","838.817871","1264.674927","109.554527","818.650452","1259.682861","69.231140","953.405701","1376.040649","137.123062","859.355042","1356.647217","66.719910","970.528748","1211.295532","156.607224","1053.320435","1170.530762","96.852417","1050.429688","1137.027588","149.692947","1128.184448","1111.226074",NA
"63","80","0","443.191620","1139.517212","957.273987","210.704941","1124.118896","967.393188","395.842621","913.931641","1001.768127","279.089569","903.355347","998.523682","490.412567","1067.157349","1090.922852","175.429367","1011.269897","1081.890869","531.054321","1043.144653","897.615173","484.005341","984.261536","490.751190",NA,NA,NA,"505.053406","971.467529","681.619751","514.945801","1045.508179","677.226624","485.186218","964.129822","569.930603","494.923828","1040.978271","561.648987","438.598022","961.936646","386.602844","469.080109","618.420288","265.631683",NA,NA,NA,"482.966675","852.066650","484.750214","502.870972","889.309326","413.529449","473.623138","752.674805","413.757965","494.613892","787.076416","351.301331","412.463806","561.741699","332.417908","480.871857","567.415833","110.632027","376.067871","589.480774","117.648125","429.380005","607.547424","86.731575","406.121887","613.265320","55.684528","128.103333","1048.852295","906.160767","206.910324","1188.344604","527.726746",NA,NA,NA,"135.448074","1121.213013","750.677429","157.385345","1179.123779","785.989868","169.361496","1163.531250","647.493042","193.675552","1221.698120","680.631714","274.744080","1247.904907","443.947266","272.267670","1134.769287","102.639214",NA,NA,NA,"223.170258","1105.316284","400.765106","208.082687","1185.726440","396.419952","247.456360","1099.484619","280.705200","223.542496","1179.415039","278.720612","319.234375","1058.849976","49.277912","245.809753","1274.045654","46.540428","355.686554","1281.877319","44.366180","310.477875","1309.692139","67.326347","325.018311","1340.827881","62.324329","339.926697","1008.954651","1527.261719","356.879639","936.408020","1086.641724","304.490387","1136.279907","1457.683472","479.366669","1030.676147","1494.705933","391.201050","1045.823608","1628.065063","251.547867","1039.317017","1629.657715","388.320068","1157.457275","1702.145264","254.929932","1156.808228","1707.069580","502.914612","1119.013916","1500.693359","670.621704","1060.582764","1228.212646","643.516602","989.826294","1239.163818","562.112000","1137.661255","1362.294922","604.829346","1012.028809","1354.299194","579.346008","1148.460938","1171.811035","468.177582","1172.335693","1126.245117","523.012390","1192.811157","1090.230347","444.938568","1219.885864","1049.815918","152.767593","1027.484619","1494.351929","31.435665","843.907593","1259.311279","104.063202","822.360229","1253.523193","66.976997","957.295410","1371.074341","133.282288","862.103210","1350.263672","64.700806","974.604187","1206.504761","156.877838","1056.378540","1165.314941","97.065994","1054.305298","1131.822388","151.320816","1130.765991","1105.467773",NA
"64","81","0","443.024292","1138.133789","954.469360","209.270355","1122.539429","966.444153","396.559326","911.759705","995.184570","279.833588","901.498169","992.419373","490.118195","1065.227417","1086.247925","176.052414","1009.698608","1077.719727","530.713379","1042.805664","892.586792","484.419067","991.030396","488.010406",NA,NA,NA,"505.573029","974.718811","677.870300","515.358948","1048.654053","674.677673","486.188446","969.571533","566.143860","495.599976","1046.419312","559.194946","439.672028","968.568604","383.671539","469.361603","622.523071","267.658752",NA,NA,NA,"482.684723","859.550415","483.640228","504.289459","895.713745","412.601715","473.949524","759.142639","413.956390","495.467163","792.679810","351.053833","412.724670","566.374023","333.995605","483.043549","572.322510","113.282028","378.799805","594.118225","118.272812","431.835846","612.505615","88.529747","408.983246","618.463135","57.241894","129.243011","1045.729248","905.836426","205.931107","1191.933228","527.353271",NA,NA,NA,"135.382416","1120.890747","750.049133","156.591782","1178.496704","785.982910","169.142715","1165.271240","647.200256","191.779358","1223.514893","681.938965","275.182678","1247.676758","441.983398","272.357727","1124.008911","103.241287",NA,NA,NA,"222.803360","1104.615845","402.260529","207.281097","1184.086670","395.310120","239.990616","1097.174683","280.604187","223.003250","1174.861938","278.138092","319.189056","1046.946167","50.109058","245.383743","1262.391479","46.381084","355.404816","1270.078003","43.716049","309.998932","1298.165283","65.641838","324.555145","1329.127319","60.535244","338.586304","1011.489990","1523.871094","356.505859","934.155579","1081.635986","305.238556","1136.648560","1454.267456","478.437775","1029.509644","1491.649048","391.259949","1045.845459","1625.765869","251.289581","1039.693970","1627.502808","388.705780","1157.546753","1700.055542","255.353836","1157.000244","1705.034790","503.671478","1117.561768","1497.274902","669.821411","1056.168335","1224.049438","641.694885","985.965088","1234.751709","561.659363","1133.979126","1356.901123","603.527649","1008.306274","1349.549561","579.406433","1145.008301","1167.263062","468.435883","1169.883545","1121.345947","523.974548","1190.093994","1085.730835","446.465515","1218.209106","1045.310181","151.447525","1029.605469","1491.077271","27.380716","849.754883","1253.932983","99.389465","825.900269","1247.861694","64.820267","961.437622","1366.187866","129.686539","864.694702","1343.611816","63.345901","979.730835","1201.226074","157.227905","1059.336426","1159.953735","97.057060","1058.621948","1126.512939","153.154053","1133.324585","1099.433838",NA
"65","82","0","443.167145","1136.984253","951.467163","208.003662","1120.971313","966.003235","397.693604","909.409546","988.867615","281.121826","899.999634","986.827332","489.610138","1063.498413","1081.036987","177.020279","1007.788513","1074.024780","530.357910","1042.691895","887.380859","486.063080","996.939026","486.273743",NA,NA,NA,"505.452637","977.737793","673.994995","515.791443","1052.064331","672.510132","486.170166","974.639526","562.022217","496.434418","1051.696289","556.929199","440.446411","974.780090","381.515564","470.031464","628.184753","269.552368",NA,NA,NA,"482.381226","867.059937","482.538208","503.207916","903.868958","410.054993","473.586456","765.961426","414.070587","496.449554","798.783630","350.883759","412.756378","571.226013","335.061340","485.398621","578.674805","115.014923","380.515839","599.739807","119.715866","434.043518","618.359436","90.137596","411.342560","624.400940","58.437096","129.770538","1042.553101","903.930237","204.688019","1195.196411","526.174988",NA,NA,NA,"134.331146","1120.450439","748.402405","156.079285","1177.656860","785.612183","168.239914","1166.373169","646.603027","191.007095","1223.727295","681.675964","275.547729","1246.737915","439.745667","272.247131","1112.925903","103.486900",NA,NA,NA,"219.734207","1101.659790","403.177307","206.095444","1182.383911","394.490509","242.961838","1090.156372","283.479736","222.499741","1169.699585","277.401367","319.015900","1035.087769","50.876408","245.194412","1250.224487","45.694809","355.303986","1257.013794","42.524605","310.091217","1286.392700","64.736237","324.673523","1317.696045","59.000542","337.301666","1013.507019","1520.415527","357.217377","931.397644","1077.008057","305.791748","1137.101196","1450.922485","477.636230","1028.421875","1488.583496","391.398529","1045.831665","1623.522217","251.729965","1039.868774","1625.275757","389.016663","1157.337524","1697.587402","255.774887","1157.251343","1702.888550","504.222046","1115.805176","1493.768799","668.656738","1051.582642","1220.096191","639.784180","981.697083","1230.397095","561.124390","1130.644409","1351.909302","601.897156","1004.605530","1345.202148","579.492920","1141.805786","1162.987305","468.766541","1167.620605","1116.746338","524.808533","1187.049805","1081.173462","447.995544","1216.419922","1040.908691","150.183273","1031.208374","1487.738281","23.316181","855.576355","1248.551880","94.829651","829.606079","1241.683350","62.928818","966.115845","1361.001343","125.269875","868.015686","1336.911255","61.733421","984.722412","1196.112305","157.579758","1062.073975","1154.277588","97.430008","1062.868774","1121.157593","155.257996","1135.714233","1093.271851",NA
